time,pitch,Name:2,Name:3,Name:4,Name:5,Name:6,Name:7,Name:8,Name:9,Name:10
241,-0.759069,-0.321213,9.778168,0.005142,-0.002356,-0.000528,41.776047,41.776047,32.924393,-16.349390
242,-0.756377,-0.313138,9.819441,-0.000185,0.007232,-0.000528,41.776104,41.776104,32.924393,-16.351152
243,-0.770733,-0.292502,9.801496,0.006207,0.000840,-0.003723,41.775188,41.775188,32.923409,-16.351528
244,-0.814698,-0.333775,9.822132,-0.000185,0.007232,0.001603,41.775490,41.775490,32.924484,-16.350374
245,-0.785089,-0.347234,9.797907,-0.002315,-0.000225,-0.001593,41.774982,41.774982,32.927017,-16.351604
246,-0.816492,-0.305063,9.832002,0.000881,-0.002356,-0.007985,41.774864,41.774864,32.928368,-16.351999
247,-0.829054,-0.331083,9.817646,-0.006577,-0.003421,-0.002658,41.775429,41.775429,32.928757,-16.350964
248,-0.786883,-0.323905,9.836488,0.003011,0.000840,0.000538,41.775425,41.775425,32.928997,-16.351191
249,-0.765349,-0.295193,9.825721,0.003011,-0.001290,-0.002658,41.775612,41.775612,32.928650,-16.351549
250,-0.750096,-0.306858,9.799701,0.008338,-0.004486,-0.005854,41.775265,41.775265,32.928562,-16.347832
251,-0.787780,-0.321213,9.796112,0.003011,-0.001290,0.000538,41.775269,41.775269,32.927544,-16.348680
252,-0.807520,-0.325700,9.823927,0.001946,0.004036,-0.004789,41.773682,41.773682,32.928421,-16.349649
253,-0.805725,-0.320316,9.788037,0.001946,-0.004486,-0.002658,41.774948,41.774948,32.928848,-16.347952
254,-0.813801,-0.329289,9.847255,-0.004446,0.001906,0.007995,41.775898,41.775898,32.930725,-16.349375
255,-0.785986,-0.270070,9.766503,0.005142,-0.002356,-0.000528,41.775692,41.775692,32.931034,-16.351280
256,-0.818287,-0.288015,9.802393,0.003011,0.000840,0.002668,41.776783,41.776783,32.929909,-16.350067
257,-0.785986,-0.328391,9.866995,-0.001250,-0.003421,-0.001593,41.777409,41.777409,32.929676,-16.350565
258,-0.765349,-0.314035,9.836488,0.001946,-0.000225,0.001603,41.776176,41.776176,32.929119,-16.352196
259,-0.785089,-0.316727,9.795215,0.000881,0.000840,-0.003723,41.774792,41.774792,32.928139,-16.353546
260,-0.724076,-0.319419,9.797907,0.000881,0.004036,-0.002658,41.773464,41.773464,32.929058,-16.354969
261,-0.834437,-0.287118,9.765606,0.001946,0.002971,0.003734,41.773392,41.773392,32.934238,-16.357061
262,-0.747404,-0.270070,9.833797,-0.001250,-0.006617,-0.004789,41.772610,41.772610,32.933655,-16.357227
263,-0.759966,-0.321213,9.811365,0.003011,-0.002356,-0.010115,41.773052,41.773052,32.933884,-16.355627
264,-0.759966,-0.296091,9.807776,0.003011,0.001906,-0.003723,41.771599,41.771599,32.934780,-16.356520
265,-0.813801,-0.382226,9.805084,0.003011,-0.000225,0.000538,41.771957,41.771957,32.931442,-16.353277
266,-0.765349,-0.257509,9.854433,-0.000185,-0.000225,0.002668,41.771515,41.771515,32.930824,-16.354609
267,-0.835334,-0.255715,9.793421,-0.003381,0.005101,0.001603,41.772804,41.772804,32.930370,-16.353275
268,-0.760863,-0.286221,9.841871,-0.003381,0.000840,-0.001593,41.772652,41.772652,32.928425,-16.352125
269,-0.790472,-0.298782,9.858919,-0.001250,0.011493,-0.002658,41.773060,41.773060,32.930927,-16.350546
270,-0.796753,-0.303269,9.876864,0.001946,-0.002356,0.000538,41.772110,41.772110,32.931694,-16.349216
271,-0.792267,-0.341850,9.811365,0.000881,0.002971,-0.001593,41.772327,41.772327,32.930477,-16.349579
272,-0.785089,-0.339158,9.851742,-0.005511,0.000840,-0.005854,41.770580,41.770580,32.932190,-16.350384
273,-0.787780,-0.326597,9.843666,0.003011,0.004036,0.001603,41.770569,41.770569,32.932056,-16.351480
274,-0.838026,-0.323008,9.880453,-0.003381,0.004036,0.000538,41.769581,41.769581,32.932949,-16.352007
275,-0.800342,-0.272762,9.850844,-0.002315,-0.008747,-0.005854,41.769585,41.769585,32.933578,-16.352837
276,-0.785986,-0.276351,9.859817,0.000881,-0.006617,-0.002658,41.770367,41.770367,32.931984,-16.351297
277,-0.772527,-0.324802,9.898398,0.003011,-0.009813,0.000538,41.769188,41.769188,32.931686,-16.353752
278,-0.795856,-0.260201,9.803290,-0.003381,-0.010878,-0.003723,41.769558,41.769558,32.929993,-16.351948
279,-0.789575,-0.362487,9.809571,-0.005511,-0.003421,0.003734,41.771225,41.771225,32.929382,-16.349573
280,-0.737535,-0.286221,9.860714,0.000881,-0.000225,0.009060,41.770386,41.770386,32.929424,-16.350018
281,-0.755480,-0.351720,9.845461,0.007272,-0.001290,0.006929,41.769932,41.769932,32.930443,-16.350107
282,-0.818287,-0.321213,9.891220,-0.005511,0.004036,-0.000528,41.770241,41.770241,32.930260,-16.349812
283,-0.765349,-0.275454,9.866097,-0.000185,0.005101,-0.002658,41.771843,41.771843,32.931534,-16.348801
284,-0.786883,-0.303269,9.791626,0.004076,-0.011943,0.000538,41.772030,41.772030,32.929546,-16.348814
285,-0.787780,-0.288913,9.873275,-0.001250,0.008297,-0.001593,41.770519,41.770519,32.930557,-16.349480
286,-0.764452,-0.280837,9.829310,0.004076,-0.003421,0.004799,41.771294,41.771294,32.930740,-16.347708
287,-0.770733,-0.255715,9.764709,-0.005511,0.000840,-0.000528,41.770298,41.770298,32.930359,-16.348236
288,-0.777911,-0.317624,9.814955,-0.003381,0.002971,-0.001593,41.770962,41.770962,32.929123,-16.345060
289,-0.795856,-0.300577,9.867891,-0.003381,-0.003421,-0.002658,41.770935,41.770935,32.929871,-16.347618
290,-0.832643,-0.294296,9.823927,-0.001250,-0.006617,-0.002658,41.771721,41.771721,32.930443,-16.347660
291,-0.774322,-0.295193,9.830208,-0.002315,0.004036,-0.005854,41.769779,41.769779,32.929699,-16.349178
292,-0.747404,-0.305960,9.826618,0.001946,-0.001290,-0.002658,41.770069,41.770069,32.929504,-16.349613
293,-0.825465,-0.299680,9.796112,-0.000185,-0.005552,0.004799,41.769489,41.769489,32.930126,-16.349678
294,-0.803034,-0.363384,9.848152,-0.004446,0.002971,0.001603,41.770630,41.770630,32.930515,-16.350735
295,-0.785986,-0.288913,9.841871,-0.000185,0.006167,-0.000528,41.770752,41.770752,32.931686,-16.347857
296,-0.829054,-0.345439,9.827516,0.001946,0.005101,-0.002658,41.768055,41.768055,32.933552,-16.349186
297,-0.838923,-0.315830,9.837385,0.000881,-0.002356,0.002668,41.769699,41.769699,32.932549,-16.346695
298,-0.757274,-0.312241,9.889425,0.007272,-0.001290,-0.001593,41.769966,41.769966,32.932858,-16.345676
299,-0.788678,-0.274557,9.867891,0.005142,0.000840,0.000538,41.769966,41.769966,32.932213,-16.347603
300,-0.789575,-0.321213,9.847255,-0.004446,-0.004486,-0.000528,41.769871,41.769871,32.931053,-16.346317
301,-0.793164,-0.284426,9.851742,0.000881,-0.001290,-0.001593,41.768433,41.768433,32.931442,-16.346954
302,-0.777013,-0.336467,9.818543,0.006207,0.006167,0.000538,41.769188,41.769188,32.933395,-16.345798
303,-0.785986,-0.300577,9.847255,-0.003381,0.006167,-0.002658,41.767265,41.767265,32.934307,-16.347673
304,-0.767144,-0.323008,9.819441,-0.000185,-0.005552,-0.005854,41.766209,41.766209,32.934547,-16.348965
305,-0.719590,-0.320316,9.784448,0.001946,0.007232,0.004799,41.767269,41.767269,32.933918,-16.345451
306,-0.780602,-0.278146,9.813160,-0.003381,0.002971,0.002668,41.766907,41.766907,32.933441,-16.346605
307,-0.757274,-0.300577,9.853536,-0.004446,0.015754,-0.003723,41.765125,41.765125,32.936169,-16.348295
308,-0.763555,-0.279940,9.836488,0.000881,-0.002356,-0.000528,41.764507,41.764507,32.939426,-16.348978
309,-0.785089,-0.288913,9.814057,0.009403,-0.000225,-0.003723,41.764915,41.764915,32.940151,-16.346775
310,-0.791369,-0.297885,9.809571,-0.001250,0.009363,-0.001593,41.764435,41.764435,32.940918,-16.345575
311,-0.773425,-0.278146,9.813160,-0.001250,-0.003421,0.000538,41.763767,41.763767,32.942135,-16.347370
312,-0.794958,-0.284426,9.856228,-0.001250,0.006167,-0.000528,41.762939,41.762939,32.940914,-16.347332
313,-0.803034,-0.286221,9.848152,0.003011,-0.003421,-0.003723,41.763264,41.763264,32.940601,-16.346279
314,-0.707028,-0.319419,9.828413,0.005142,-0.007682,-0.001593,41.762325,41.762325,32.939606,-16.344706
315,-0.743815,-0.316727,9.868789,0.001946,0.005101,0.004799,41.761841,41.761841,32.940369,-16.344103
316,-0.808417,-0.260201,9.839180,-0.002315,0.001906,-0.011181,41.760113,41.760113,32.939049,-16.344059
317,-0.802136,-0.265584,9.789831,-0.006577,0.000840,-0.001593,41.761070,41.761070,32.937000,-16.343771
318,-0.785986,-0.275454,9.805982,0.003011,0.000840,0.007995,41.760765,41.760765,32.937679,-16.344898
319,-0.748302,-0.282632,9.824824,-0.001250,-0.003421,-0.005854,41.760761,41.760761,32.936661,-16.345499
320,-0.804828,-0.304166,9.798804,0.007272,0.000840,-0.002658,41.761127,41.761127,32.935856,-16.346502
321,-0.823670,-0.332878,9.811365,-0.004446,0.001906,-0.004789,41.760204,41.760204,32.933975,-16.345890
322,-0.819184,-0.306858,9.838283,0.004076,-0.003421,0.007995,41.759521,41.759521,32.934807,-16.345509
323,-0.788678,-0.286221,9.869686,-0.005511,0.005101,0.002668,41.759583,41.759583,32.934063,-16.345232
324,-0.802136,-0.296988,9.753942,-0.001250,0.004036,0.005864,41.759422,41.759422,32.934261,-16.347115
325,-0.799445,-0.310447,9.803290,0.004076,-0.000225,0.002668,41.759991,41.759991,32.936295,-16.344715
326,-0.724076,-0.321213,9.807776,0.007272,-0.002356,-0.002658,41.759228,41.759228,32.936985,-16.344149
327,-0.748302,-0.287118,9.810468,0.009403,0.004036,0.002668,41.758804,41.758804,32.938393,-16.342655
328,-0.785089,-0.268276,9.840077,0.003011,-0.004486,0.002668,41.759708,41.759708,32.938229,-16.341181
329,-0.748302,-0.308652,9.836488,0.007272,-0.002356,0.004799,41.761059,41.761059,32.938046,-16.340061
330,-0.738432,-0.316727,9.825721,0.001946,0.002971,0.002668,41.760075,41.760075,32.936783,-16.339975
331,-0.778808,-0.313138,9.862508,0.006207,-0.007682,-0.002658,41.760078,41.760078,32.937035,-16.338385
332,-0.818287,-0.242256,9.814955,-0.001250,-0.003421,-0.001593,41.760178,41.760178,32.936543,-16.337948
333,-0.807520,-0.305960,9.901090,-0.005511,-0.006617,-0.001593,41.760242,41.760242,32.937428,-16.339104
334,-0.826362,-0.294296,9.865200,0.004076,-0.004486,-0.003723,41.763439,41.763439,32.936310,-16.338320
335,-0.745610,-0.324802,9.823030,0.003011,0.000840,-0.005854,41.761818,41.761818,32.938568,-16.336754
336,-0.768041,-0.358898,9.814955,-0.003381,0.010428,-0.004789,41.760456,41.760456,32.938347,-16.336992
337,-0.747404,-0.337364,9.814057,0.005142,-0.002356,-0.004789,41.761124,41.761124,32.938004,-16.336012
338,-0.784191,-0.278146,9.833797,-0.002315,0.000840,-0.001593,41.761253,41.761253,32.938274,-16.337988
339,-0.784191,-0.295193,9.849050,0.006207,0.008297,0.009060,41.762756,41.762756,32.939404,-16.335447
340,-0.767144,-0.270968,9.853536,-0.004446,0.002971,-0.006919,41.761868,41.761868,32.939182,-16.336288
341,-0.780602,-0.331083,9.812263,0.007272,0.002971,0.004799,41.762314,41.762314,32.939411,-16.333473
342,-0.821876,-0.261995,9.802393,-0.004446,-0.003421,0.000538,41.761955,41.761955,32.938038,-16.333529
343,-0.787780,-0.320316,9.823030,0.000881,0.001906,0.001603,41.761730,41.761730,32.939751,-16.334238
344,-0.805725,-0.279043,9.791626,0.005142,0.001906,-0.001593,41.761150,41.761150,32.939484,-16.332840
345,-0.789575,-0.251228,9.848152,-0.007642,0.005101,0.002668,41.760883,41.760883,32.940037,-16.331871
346,-0.781500,-0.267379,9.808674,-0.005511,-0.004486,-0.004789,41.758846,41.758846,32.942196,-16.334793
347,-0.811109,-0.366076,9.877762,-0.001250,-0.001290,0.000538,41.761780,41.761780,32.942276,-16.335371
348,-0.787780,-0.277248,9.818543,0.000881,0.004036,-0.001593,41.760143,41.760143,32.940216,-16.336477
349,-0.785986,-0.302371,9.805084,0.000881,-0.000225,0.002668,41.759315,41.759315,32.940262,-16.336563
350,-0.762658,-0.315830,9.883145,-0.000185,-0.004486,0.001603,41.759514,41.759514,32.940300,-16.335817
351,-0.764452,-0.225208,9.832899,0.003011,-0.005552,0.007995,41.761047,41.761047,32.937881,-16.334112
352,-0.789575,-0.305063,9.865200,0.000881,0.001906,0.002668,41.759659,41.759659,32.936520,-16.334747
353,-0.841615,-0.285324,9.873275,-0.004446,0.004036,-0.005854,41.758347,41.758347,32.936565,-16.334951
354,-0.776116,-0.285324,9.799701,0.001946,-0.001290,-0.002658,41.758350,41.758350,32.935928,-16.334328
355,-0.813801,-0.278146,9.859817,0.006207,0.002971,0.002668,41.758526,41.758526,32.934826,-16.332397
356,-0.799445,-0.337364,9.823030,-0.000185,-0.007682,-0.005854,41.758194,41.758194,32.935108,-16.331949
357,-0.762658,-0.300577,9.841871,-0.001250,-0.002356,0.002668,41.757168,41.757168,32.934856,-16.334208
358,-0.813801,-0.309549,9.788037,-0.006577,0.008297,0.001603,41.756760,41.756760,32.936646,-16.334528
359,-0.726768,-0.294296,9.894809,0.001946,-0.000225,-0.003723,41.757366,41.757366,32.936398,-16.331738
360,-0.809314,-0.316727,9.788935,-0.000185,0.001906,0.003734,41.756596,41.756596,32.936710,-16.331785
361,-0.729460,-0.308652,9.793421,0.003011,0.002971,-0.009050,41.754894,41.754894,32.938316,-16.332691
362,-0.798547,-0.299680,9.808674,0.001946,-0.001290,0.000538,41.756485,41.756485,32.937054,-16.332058
363,-0.907114,-0.286221,9.877762,0.005142,-0.000225,0.001603,41.755398,41.755398,32.936901,-16.331045
364,-0.796753,-0.324802,9.917240,-0.000185,-0.002356,-0.001593,41.756401,41.756401,32.936886,-16.329391
365,-0.791369,-0.318522,9.817646,-0.000185,0.008297,0.001603,41.755272,41.755272,32.939003,-16.331072
366,-0.825465,-0.279043,9.854433,-0.000185,-0.001290,0.002668,41.755508,41.755508,32.939442,-16.331177
367,-0.746507,-0.275454,9.791626,0.006207,-0.003421,0.002668,41.757404,41.757404,32.937748,-16.328560
368,-0.740226,-0.270070,9.806879,0.000881,-0.001290,0.000538,41.757412,41.757412,32.936230,-16.326471
369,-0.738432,-0.314933,9.837385,-0.006577,-0.004486,0.000538,41.757267,41.757267,32.935173,-16.327517
370,-0.784191,-0.353514,9.850844,0.010468,0.005101,-0.002658,41.756393,41.756393,32.938236,-16.327595
371,-0.797650,-0.271865,9.850844,0.000881,0.001906,0.003734,41.755543,41.755543,32.939167,-16.327431
372,-0.772527,-0.296091,9.805982,0.001946,-0.006617,-0.000528,41.757866,41.757866,32.937954,-16.325909
373,-0.807520,-0.296091,9.806879,0.006207,-0.002356,-0.000528,41.755886,41.755886,32.937336,-16.324783
374,-0.724076,-0.331083,9.814057,0.004076,0.002971,0.001603,41.755383,41.755383,32.938980,-16.324915
375,-0.799445,-0.292502,9.816749,0.003011,-0.000225,0.002668,41.754234,41.754234,32.939445,-16.325884
376,-0.790472,-0.339158,9.840975,0.000881,0.006167,0.000538,41.754574,41.754574,32.941303,-16.326899
377,-0.809314,-0.260201,9.802393,0.003011,-0.005552,0.000538,41.754108,41.754108,32.941559,-16.327864
378,-0.853279,-0.271865,9.804188,-0.001250,-0.005552,0.001603,41.754532,41.754532,32.942295,-16.327496
379,-0.780602,-0.287118,9.788037,-0.004446,0.007232,0.001603,41.755878,41.755878,32.942623,-16.326637
380,-0.761760,-0.317624,9.817646,-0.001250,-0.001290,-0.000528,41.755413,41.755413,32.942883,-16.326994
381,-0.759069,-0.279940,9.888528,0.001946,-0.000225,0.001603,41.755497,41.755497,32.941120,-16.324497
382,-0.731254,-0.279043,9.841871,-0.001250,0.000840,-0.001593,41.754642,41.754642,32.942928,-16.326410
383,-0.700748,-0.328391,9.849050,0.008338,-0.004486,0.000538,41.755894,41.755894,32.942593,-16.326683
384,-0.740226,-0.311344,9.778168,-0.006577,0.002971,0.003734,41.755482,41.755482,32.943123,-16.325068
385,-0.737535,-0.363384,9.802393,0.000881,-0.004486,0.002668,41.756527,41.756527,32.942989,-16.326557
386,-0.811109,-0.258406,9.832899,0.005142,-0.003421,0.001603,41.757328,41.757328,32.942162,-16.324631
387,-0.772527,-0.289810,9.807776,-0.001250,-0.006617,0.001603,41.758419,41.758419,32.940144,-16.324265
388,-0.771630,-0.334672,9.797907,-0.004446,0.007232,0.003734,41.758739,41.758739,32.941235,-16.322506
389,-0.759069,-0.311344,9.784448,-0.008707,-0.002356,0.004799,41.759800,41.759800,32.943130,-16.323235
390,-0.739329,-0.307755,9.840975,0.001946,0.005101,0.009060,41.760616,41.760616,32.941036,-16.321920
391,-0.770733,-0.294296,9.783551,-0.005511,0.004036,-0.004789,41.759319,41.759319,32.941093,-16.325291
392,-0.787780,-0.362487,9.884939,0.011534,0.008297,0.002668,41.758667,41.758667,32.943584,-16.321974
393,-0.786883,-0.258406,9.829310,-0.003381,-0.003421,0.000538,41.758095,41.758095,32.943317,-16.324226
394,-0.850587,-0.325700,9.929802,0.009403,0.004036,0.000538,41.757385,41.757385,32.944279,-16.324594
395,-0.781500,-0.301474,9.801496,-0.004446,0.001906,-0.000528,41.756268,41.756268,32.944248,-16.325552
396,-0.817389,-0.247639,9.792523,-0.002315,0.005101,-0.006919,41.756733,41.756733,32.943966,-16.326122
397,-0.773425,-0.316727,9.858022,-0.002315,0.002971,-0.010115,41.754036,41.754036,32.946728,-16.329651
398,-0.802136,-0.305960,9.853536,0.001946,0.009363,-0.000528,41.753136,41.753136,32.948654,-16.329880
399,-0.795856,-0.287118,9.834694,0.000881,-0.002356,-0.003723,41.753292,41.753292,32.949692,-16.328552
400,-0.812903,-0.230592,9.849050,0.006207,0.000840,-0.002658,41.750500,41.750500,32.951408,-16.329935
401,-0.750993,-0.290707,9.793421,-0.000185,-0.003421,-0.000528,41.750347,41.750347,32.951237,-16.330133
402,-0.739329,-0.282632,9.840077,-0.005511,0.009363,0.003734,41.750767,41.750767,32.952343,-16.329870
403,-0.792267,-0.341850,9.845461,0.000881,-0.000225,-0.001593,41.750557,41.750557,32.949760,-16.329372
404,-0.771630,-0.333775,9.823927,0.004076,0.007232,-0.001593,41.749519,41.749519,32.951653,-16.329313
405,-0.818287,-0.304166,9.823927,-0.000185,0.001906,0.003734,41.747787,41.747787,32.952484,-16.329145
406,-0.799445,-0.283529,9.875967,0.001946,0.005101,-0.001593,41.745903,41.745903,32.952908,-16.329670
407,-0.769836,-0.332878,9.802393,-0.001250,0.000840,-0.003723,41.745026,41.745026,32.954334,-16.331713
408,-0.805725,-0.340056,9.827516,-0.001250,-0.002356,0.005864,41.747787,41.747787,32.954876,-16.330427
409,-0.756377,-0.314035,9.817646,0.006207,-0.006617,-0.004789,41.747009,41.747009,32.954670,-16.330826
410,-0.796753,-0.349028,9.820338,0.004076,-0.008747,0.002668,41.747578,41.747578,32.952904,-16.329422
411,-0.785089,-0.291604,9.849947,-0.000185,0.000840,-0.000528,41.746941,41.746941,32.951477,-16.329990
412,-0.786883,-0.244948,9.863405,-0.001250,-0.002356,-0.004789,41.745842,41.745842,32.950943,-16.329721
413,-0.803931,-0.348131,9.831104,-0.002315,0.001906,0.003734,41.745949,41.745949,32.951725,-16.329525
414,-0.823670,-0.281735,9.769195,-0.005511,0.001906,-0.002658,41.745007,41.745007,32.952877,-16.331963
415,-0.767144,-0.302371,9.840077,-0.001250,0.000840,0.004799,41.743546,41.743546,32.955547,-16.334078
416,-0.766247,-0.236872,9.860714,0.000881,-0.002356,0.000538,41.744011,41.744011,32.955791,-16.332968
417,-0.813801,-0.282632,9.859817,0.009403,0.002971,-0.002658,41.744762,41.744762,32.956478,-16.331329
418,-0.791369,-0.290707,9.740483,0.004076,-0.002356,-0.001593,41.744328,41.744328,32.956615,-16.332273
419,-0.744713,-0.318522,9.818543,0.008338,-0.008747,-0.001593,41.745064,41.745064,32.954762,-16.329912
420,-0.735740,-0.278146,9.835591,-0.001250,0.000840,0.001603,41.745216,41.745216,32.955803,-16.329075
421,-0.778808,-0.326597,9.800598,0.006207,0.011493,-0.002658,41.743500,41.743500,32.957901,-16.330723
422,-0.786883,-0.305960,9.878658,0.006207,-0.007682,-0.000528,41.744175,41.744175,32.956669,-16.328157
423,-0.822773,-0.298782,9.792523,0.006207,-0.003421,0.004799,41.745178,41.745178,32.955769,-16.327108
424,-0.785986,-0.356206,9.834694,-0.001250,0.002971,0.004799,41.745941,41.745941,32.955948,-16.327644
425,-0.782397,-0.270968,9.785345,0.008338,0.000840,-0.005854,41.745834,41.745834,32.954399,-16.326246
426,-0.721384,-0.312241,9.847255,-0.004446,0.008297,0.003734,41.746773,41.746773,32.952335,-16.326803
427,-0.771630,-0.272762,9.871481,-0.003381,-0.001290,-0.003723,41.746300,41.746300,32.952591,-16.327892
428,-0.785986,-0.254817,9.861611,0.004076,0.006167,0.000538,41.747208,41.747208,32.952431,-16.327759
429,-0.785986,-0.309549,9.803290,0.001946,0.001906,0.002668,41.747009,41.747009,32.951866,-16.326620
430,-0.823670,-0.336467,9.812263,-0.002315,-0.002356,-0.001593,41.747368,41.747368,32.950684,-16.324474
431,-0.802136,-0.301474,9.819441,-0.001250,0.000840,0.003734,41.747231,41.747231,32.951271,-16.324890
432,-0.793164,-0.333775,9.833797,-0.007642,0.000840,-0.003723,41.745964,41.745964,32.951725,-16.327282
433,-0.791369,-0.273659,9.824824,-0.006577,0.007232,0.000538,41.745655,41.745655,32.953667,-16.329859
434,-0.811109,-0.340953,9.830208,0.001946,-0.003421,0.004799,41.746372,41.746372,32.952320,-16.327148
435,-0.777911,-0.303269,9.837385,0.007272,-0.003421,0.000538,41.747368,41.747368,32.952301,-16.326103
436,-0.779705,-0.279043,9.878658,-0.001250,0.000840,-0.003723,41.747627,41.747627,32.953506,-16.327158
437,-0.345439,-0.282632,9.868789,-0.002315,0.000840,-0.000528,41.748062,41.748062,32.954613,-16.328236
438,-1.052467,-0.917881,9.639992,-0.155718,-0.088645,0.003734,41.755554,41.755554,32.939217,-16.352612
439,-0.864943,0.392096,10.149627,-0.279293,-0.305965,0.003734,41.793167,41.793167,32.805180,-16.504555
440,-0.057424,-0.529374,9.506302,-0.085409,0.011493,0.000538,41.835621,41.835621,32.729286,-16.536604
441,-1.113480,-0.624482,10.007862,-0.212179,-0.163215,-0.005854,41.823830,41.823830,32.710590,-16.646742
442,-2.216193,-0.375945,9.307114,-0.706477,-0.657513,-0.007985,41.931911,41.931911,32.436832,-16.860254
443,1.260628,1.393420,9.595129,-0.169567,0.189398,0.030366,41.963348,41.963348,32.295956,-17.132793
444,-0.303269,-1.781927,9.721641,0.359886,0.438677,0.356347,41.969868,41.969868,32.742424,-16.914461
445,0.119333,0.123820,10.239351,-0.103519,0.144655,0.580059,42.270046,42.270046,32.891773,-16.778444
446,-0.799445,-0.668447,9.700107,0.251225,0.430155,0.733462,42.650669,42.650669,33.189980,-16.485435
447,-0.403760,-0.558983,10.074258,0.122324,0.357715,0.893257,43.113632,43.113632,33.503376,-16.161848
448,-1.430207,-0.638838,9.931596,0.146826,0.317233,1.120165,43.736431,43.736431,33.845337,-15.730746
449,-0.927751,-0.469259,9.703696,0.161740,0.272491,1.390750,44.542187,44.542187,34.206596,-15.179289
450,-0.858663,-0.853279,9.631020,0.255487,0.304450,1.613397,45.502338,45.502338,34.621544,-14.495579
451,-0.442341,-0.461184,9.646273,0.061602,0.160635,1.482366,46.518227,46.518227,34.953762,-13.832857
452,-0.212647,-0.925956,9.650759,-0.210048,-0.116342,1.257588,47.426723,47.426723,35.131508,-13.362673
453,-1.793591,-0.181243,10.207050,-0.474242,-0.488131,1.205389,48.302124,48.302124,35.112576,-13.082335
454,-1.963170,0.641530,9.818543,-0.748023,-0.909989,1.039202,49.203224,49.203224,34.824039,-12.936040
455,-1.266012,0.627174,9.693827,-0.630841,-0.784284,0.650369,49.861832,49.861832,34.434860,-12.967615
456,-2.080709,0.445930,9.762017,-0.351733,-0.431670,0.472464,50.338367,50.338367,34.192936,-12.966887
457,-2.460244,0.465670,9.997993,-0.051319,-0.023662,0.474595,50.638142,50.638142,34.133141,-12.896401
458,-2.052895,0.850587,9.563725,0.311947,0.442938,1.300200,51.234470,51.234470,34.391548,-12.458954
459,-0.996838,0.508737,9.426448,0.484525,0.816858,2.293057,52.426903,52.426903,34.989624,-11.536731
460,1.455330,-0.756377,9.356462,0.667756,1.039505,3.194298,54.270535,54.270535,35.820572,-10.161794
461,0.020637,-0.965435,10.188208,0.540986,0.432285,3.756775,56.691044,56.691044,36.652714,-8.352348
462,-0.688186,-0.402863,9.140226,-0.222832,-0.175999,3.759971,59.390293,59.390293,36.931232,-6.734488
463,0.119333,0.078957,9.559239,-0.337884,-0.266549,3.292305,61.898602,61.898602,36.988907,-5.397691
464,-1.031831,-0.790472,9.483871,-0.270770,-0.256962,2.848076,64.085518,64.085518,36.979507,-4.292241
465,-0.306858,-1.663491,10.384705,-0.495548,-0.475348,2.597732,66.032867,66.032867,36.864361,-3.373993
466,1.493912,-1.249861,10.392779,-0.758676,-0.924903,1.864807,67.510330,67.510330,36.477348,-2.831213
467,-0.943901,-0.572442,10.274343,-0.953626,-1.123048,0.860232,68.446388,68.446388,35.912544,-2.806508
468,-0.707028,-0.371459,9.613074,-1.089984,-1.360609,1.237347,69.232613,69.232613,35.154369,-2.983304
469,-1.421235,-0.022431,9.891220,-0.697954,-0.745933,2.125805,70.520523,70.520523,34.653812,-2.731591
470,-1.496603,-0.664858,9.796112,-0.322970,-0.329402,2.095977,72.017418,72.017418,34.408123,-2.168206
471,-2.107627,-0.433369,9.645375,-0.104584,-0.075861,2.269620,73.516167,73.516167,34.335396,-1.446146
472,-2.183892,0.746507,9.927110,-0.126955,-0.136583,1.850958,74.967552,74.967552,34.285542,-0.687944
473,-2.294253,1.188849,9.694723,-0.035340,-0.084384,1.381163,76.066681,76.066681,34.210751,-0.125822
474,-1.743345,1.280367,9.812263,-0.030013,-0.022596,1.029615,76.885590,76.885590,34.198181,0.336697
475,-2.221577,-0.515915,9.088186,0.113802,0.161700,1.026419,77.569252,77.569252,34.236458,0.734453
476,-0.653194,0.031404,9.631916,0.128716,0.274622,1.050920,78.261673,78.261673,34.348980,1.184225
477,-0.619098,-1.091946,9.887631,0.180916,0.246924,1.208584,79.123207,79.123207,34.484653,1.752209
478,-1.439180,0.194702,10.294980,0.032839,0.113762,1.027484,79.850075,79.850075,34.553055,2.199042
479,-0.567058,-0.351720,9.919035,0.004076,0.075411,1.128687,80.582047,80.582047,34.572308,2.622358
480,-1.582739,-2.078915,9.728819,-0.153588,-0.221807,1.461060,81.549629,81.549629,34.483387,3.125360
481,-0.135484,0.482717,10.111942,-0.442283,-0.423148,2.026732,82.729996,82.729996,34.184216,3.566234
482,-0.899039,-1.231019,9.892118,-0.362386,-0.429540,2.092781,84.199570,84.199570,33.861454,4.157891
483,-1.035420,1.070412,8.815424,-0.179155,-0.181326,1.054116,85.177620,85.177620,33.616844,4.546080
484,-0.664858,0.444136,9.797009,0.120194,0.119088,0.484183,85.665710,85.665710,33.598961,4.822728
485,-0.686392,-0.262893,9.773681,0.083974,0.104174,0.255144,85.912956,85.912956,33.668884,5.044461
486,-1.065926,-0.336467,9.829310,0.020056,0.010428,0.150745,86.041969,86.041969,33.684933,5.139121
487,-1.158342,-0.102286,9.788037,-0.105649,-0.130191,0.064456,86.099113,86.099113,33.647598,5.149122
