time,accel.x,accel.y,accel.z,rate.x,rate.y,rate.z,yaw,yaw_c,pitch,roll
3458,0.043965,0.062807,9.813160,0.004076,0.005101,0.000538,3.669676,3.669676,-9.927375,28.642736
3459,0.032301,0.100491,9.822132,-0.003381,0.000840,0.003734,3.669524,3.669524,-9.927025,28.643515
3460,0.023328,0.087033,9.858919,-0.004446,-0.006617,0.010125,3.670390,3.670390,-9.928887,28.641062
3461,-0.000897,0.072677,9.860714,0.003011,0.000840,0.000538,3.669880,3.669880,-9.929176,28.642265
3462,0.025123,0.044862,9.887631,-0.001250,-0.000225,0.001603,3.670098,3.670098,-9.930690,28.641148
3463,0.070882,0.087930,9.862508,0.004076,-0.007682,0.003734,3.671660,3.671660,-9.930293,28.641380
3464,0.053835,0.078957,9.918138,0.001946,0.009363,-0.000528,3.670022,3.670022,-9.928307,28.642166
3465,-0.029609,0.010767,9.861611,0.003011,0.004036,-0.003723,3.669661,3.669661,-9.929090,28.643219
3466,0.024226,0.098697,9.849947,0.001946,-0.007682,0.001603,3.669823,3.669823,-9.929184,28.642963
3467,0.061910,0.073574,9.930698,0.001946,-0.006617,0.000538,3.669067,3.669067,-9.930173,28.641411
3468,0.091519,0.091519,9.862508,-0.006577,0.006167,0.001603,3.672313,3.672313,-9.926244,28.637571
3469,0.012561,0.065499,9.833797,-0.002315,0.002971,-0.004789,3.673246,3.673246,-9.924952,28.636698
3470,0.008075,0.096005,9.840975,0.001946,-0.006617,-0.000528,3.671808,3.671808,-9.926401,28.637203
3471,0.038582,0.000000,9.812263,-0.005511,-0.000225,-0.000528,3.671104,3.671104,-9.926027,28.639288
3472,0.052937,0.048451,9.854433,-0.004446,-0.003421,-0.001593,3.670047,3.670047,-9.924771,28.638029
3473,0.001794,0.066396,9.854433,0.000881,0.002971,0.002668,3.671721,3.671721,-9.922907,28.636051
3474,-0.008075,0.024226,9.849947,0.001946,0.002971,-0.001593,3.673287,3.673287,-9.920984,28.636648
3475,0.034993,0.052937,9.843666,-0.007642,-0.007682,0.001603,3.672985,3.672985,-9.921659,28.636351
3476,0.003589,0.077163,9.900192,-0.002315,0.006167,-0.003723,3.673427,3.673427,-9.920241,28.636898
3477,0.006281,0.069088,9.861611,-0.003381,0.001906,0.001603,3.672832,3.672832,-9.918402,28.634949
3478,0.040376,0.047554,9.851742,-0.000185,0.005101,-0.000528,3.674138,3.674138,-9.918977,28.634745
3479,0.059218,0.061910,9.888528,-0.000185,-0.004486,0.004799,3.674617,3.674617,-9.917992,28.632360
3480,0.027815,0.086135,9.889425,0.001946,0.002971,0.005864,3.675096,3.675096,-9.917008,28.630709
3481,0.104978,0.044862,9.854433,-0.003381,-0.001290,-0.000528,3.673708,3.673708,-9.918629,28.630123
3482,0.051143,0.057424,9.844563,0.001946,0.001906,-0.000528,3.674176,3.674176,-9.917918,28.629814
3483,0.087930,0.050246,9.866097,-0.009772,-0.005552,0.004799,3.674503,3.674503,-9.919490,28.626612
3484,0.011664,0.028712,9.820338,0.000881,-0.007682,-0.007985,3.675151,3.675151,-9.918461,28.625786
3485,0.068191,0.011664,9.919035,-0.004446,-0.001290,-0.002658,3.675911,3.675911,-9.918738,28.624935
3486,-0.007178,0.064602,9.928905,0.000881,-0.001290,-0.001593,3.676509,3.676509,-9.917543,28.625822
3487,0.023328,0.016150,9.890323,0.005142,-0.006617,-0.006919,3.675074,3.675074,-9.917469,28.625843
3488,0.063704,0.077163,9.908268,-0.002315,0.000840,-0.000528,3.674293,3.674293,-9.916224,28.627827
3489,-0.034095,0.011664,9.852638,-0.002315,-0.002356,0.003734,3.674200,3.674200,-9.915765,28.629322
3490,0.017945,0.054732,9.827516,-0.004446,0.008297,-0.002658,3.675580,3.675580,-9.912909,28.629339
3491,0.020637,0.042170,9.908268,-0.002315,0.002971,0.006929,3.676207,3.676207,-9.912423,28.627907
3492,0.002692,0.040376,9.912754,0.005142,-0.001290,0.002668,3.675530,3.675530,-9.912759,28.628893
3493,0.075369,0.044862,9.841871,-0.005511,0.002971,-0.002658,3.676924,3.676924,-9.912409,28.628056
3494,0.005383,0.048451,9.867891,-0.004446,-0.000225,0.000538,3.676395,3.676395,-9.913240,28.627676
3495,-0.018842,0.049348,9.875070,-0.000185,-0.001290,0.000538,3.676934,3.676934,-9.912150,28.626871
3496,-0.035890,0.065499,9.876864,-0.000185,0.000840,-0.002658,3.677935,3.677935,-9.912005,28.627449
3497,-0.022431,0.063704,9.853536,0.000881,-0.005552,0.004799,3.677406,3.677406,-9.912837,28.627319
3498,0.029609,0.030506,9.915445,0.001946,0.004036,-0.001593,3.677395,3.677395,-9.910202,28.627823
3499,0.099594,0.084341,9.881351,0.008338,0.001906,-0.006919,3.677427,3.677427,-9.910781,28.628197
3500,0.035890,0.058321,9.883145,-0.000185,0.005101,-0.006919,3.677913,3.677913,-9.911052,28.628370
3501,0.095108,0.030506,9.855330,0.004076,0.002971,0.002668,3.678648,3.678648,-9.910625,28.628386
3502,0.050246,0.091519,9.860714,-0.001250,-0.001290,-0.003723,3.678683,3.678683,-9.909681,28.627056
3503,-0.034993,0.065499,9.884939,-0.001250,-0.006617,0.007995,3.679000,3.679000,-9.911523,28.627262
3504,0.044862,0.058321,9.855330,0.000881,0.002971,-0.002658,3.677714,3.677714,-9.910420,28.626770
3505,0.021534,0.075369,9.822132,-0.000185,-0.001290,0.002668,3.678735,3.678735,-9.909731,28.624659
3506,0.034095,0.062807,9.866097,0.003011,-0.005552,0.006929,3.679683,3.679683,-9.910944,28.625851
3507,-0.027815,0.066396,9.893015,-0.007642,0.001906,0.003734,3.680195,3.680195,-9.909148,28.623718
3508,0.060115,0.087033,9.833797,0.001946,-0.005552,0.002668,3.680683,3.680683,-9.907892,28.621943
3509,0.083444,0.049348,9.919035,-0.002315,0.000840,0.001603,3.679777,3.679777,-9.909906,28.623819
3510,0.047554,0.061013,9.903782,0.003011,-0.008747,0.001603,3.678529,3.678529,-9.910769,28.625273
3511,0.055629,0.098697,9.893015,-0.003381,-0.002356,0.002668,3.678864,3.678864,-9.912066,28.624493
3512,0.064602,0.061910,9.909165,-0.009772,0.000840,0.000538,3.678538,3.678538,-9.910511,28.623356
3513,-0.035890,0.021534,9.875070,-0.002315,-0.005552,0.000538,3.678692,3.678692,-9.909351,28.622492
3514,0.014356,0.039479,9.812263,-0.002315,0.001906,0.002668,3.678843,3.678843,-9.909717,28.619923
3515,0.061013,0.070882,9.815851,-0.001250,-0.001290,-0.002658,3.678041,3.678041,-9.909016,28.620935
3516,0.028712,0.046657,9.868789,0.000881,-0.006617,-0.001593,3.678044,3.678044,-9.908884,28.619848
3517,0.029609,0.090622,9.814057,-0.007642,0.005101,0.003734,3.680408,3.680408,-9.907811,28.617638
3518,0.002692,0.016150,9.821235,-0.005511,0.000840,0.001603,3.681281,3.681281,-9.906624,28.617014
3519,0.014356,0.032301,9.910062,-0.006577,-0.001290,-0.000528,3.681355,3.681355,-9.906114,28.616287
3520,0.018842,0.089724,9.899295,-0.001250,-0.004486,-0.004789,3.681132,3.681132,-9.906141,28.614880
3521,0.058321,0.073574,9.906473,0.000881,-0.000225,0.004799,3.680860,3.680860,-9.906001,28.614458
3522,0.069088,0.013459,9.840077,-0.001250,-0.000225,-0.002658,3.681814,3.681814,-9.904165,28.613214
3523,0.055629,0.060115,9.846358,-0.006577,0.007232,0.005864,3.682993,3.682993,-9.903700,28.614124
3524,0.035890,0.052040,9.880453,-0.006577,0.004036,0.000538,3.682898,3.682898,-9.904765,28.613914
3525,0.050246,0.052040,9.832899,0.006207,-0.000225,-0.003723,3.682182,3.682182,-9.904665,28.614782
3526,0.024226,0.070882,9.836488,-0.004446,0.006167,-0.002658,3.683904,3.683904,-9.902965,28.613043
3527,0.070882,0.061013,9.866097,0.001946,-0.002356,-0.000528,3.681966,3.681966,-9.903035,28.613392
3528,0.014356,0.086135,9.901987,-0.000185,-0.000225,-0.002658,3.681544,3.681544,-9.903924,28.613842
3529,0.008972,0.090622,9.893015,0.001946,0.000840,-0.003723,3.681328,3.681328,-9.900904,28.612566
3530,0.046657,-0.003589,9.893911,-0.006577,0.006167,0.003734,3.683570,3.683570,-9.900039,28.611706
3531,0.002692,0.083444,9.808674,-0.003381,0.002971,0.004799,3.684346,3.684346,-9.898523,28.606598
3532,0.027815,0.069985,9.863405,-0.005511,-0.000225,-0.004789,3.685100,3.685100,-9.899079,28.606007
3533,0.007178,0.122025,9.928007,-0.002315,0.006167,-0.000528,3.686424,3.686424,-9.899104,28.606268
3534,0.019739,0.090622,9.878658,-0.006577,-0.001290,-0.006919,3.685387,3.685387,-9.897305,28.606220
3535,0.044862,0.012561,9.893015,-0.005511,0.004036,-0.000528,3.685787,3.685787,-9.896973,28.605928
3536,0.036787,0.048451,9.865200,0.000881,0.006167,0.001603,3.683891,3.683891,-9.895956,28.606640
3537,-0.011664,0.047554,9.813160,0.003011,0.002971,-0.001593,3.684222,3.684222,-9.894478,28.608295
3538,-0.021534,0.054732,9.819441,-0.000185,0.002971,-0.002658,3.683183,3.683183,-9.892677,28.608490
3539,-0.051143,0.006281,9.837385,0.003011,0.002971,-0.000528,3.683928,3.683928,-9.891977,28.610205
3540,0.047554,-0.008075,9.893911,0.001946,0.004036,0.000538,3.685294,3.685294,-9.890917,28.609617
3541,0.035890,0.079855,9.809571,0.000881,-0.006617,0.004799,3.687435,3.687435,-9.892775,28.610365
3542,-0.040376,0.096902,9.800598,-0.004446,-0.002356,-0.002658,3.688891,3.688891,-9.890792,28.608665
3543,0.017945,0.061910,9.857124,0.003011,0.002971,0.002668,3.689529,3.689529,-9.888508,28.608204
3544,0.062807,0.072677,9.825721,0.001946,0.000840,-0.001593,3.690453,3.690453,-9.887489,28.607948
3545,0.024226,0.081649,9.831104,-0.007642,0.000840,0.001603,3.690228,3.690228,-9.889040,28.609337
3546,-0.033198,0.067293,9.880453,-0.002315,-0.000225,-0.001593,3.688961,3.688961,-9.888919,28.609451
3547,0.067293,0.027815,9.863405,-0.000185,-0.006617,-0.003723,3.689331,3.689331,-9.887877,28.607454
3548,0.058321,-0.015253,9.846358,-0.001250,-0.006617,0.000538,3.687971,3.687971,-9.890204,28.609169
3549,-0.005383,0.013459,9.870584,0.005142,0.001906,0.003734,3.689752,3.689752,-9.888396,28.608023
3550,0.018842,-0.006281,9.872378,-0.007642,-0.002356,-0.004789,3.689078,3.689078,-9.887207,28.606817
3551,-0.011664,0.044862,9.905576,-0.005511,-0.004486,-0.001593,3.689055,3.689055,-9.886372,28.604166
3552,-0.064602,0.051143,9.925315,0.000881,-0.002356,0.000538,3.688666,3.688666,-9.886447,28.605591
3553,0.030506,0.053835,9.805084,-0.003381,0.004036,-0.000528,3.689776,3.689776,-9.884833,28.604197
3554,0.016150,0.082546,9.838283,0.009403,-0.001290,0.001603,3.689295,3.689295,-9.885829,28.605141
3555,0.071780,0.066396,9.893015,0.001946,0.004036,-0.007985,3.688355,3.688355,-9.884358,28.605806
3556,0.056526,0.048451,9.843666,0.001946,-0.004486,-0.001593,3.687096,3.687096,-9.885490,28.607502
3557,0.012561,0.042170,9.840975,0.001946,0.000840,-0.000528,3.688235,3.688235,-9.884586,28.608898
3558,0.011664,0.047554,9.868789,0.010468,-0.000225,0.001603,3.688547,3.688547,-9.883656,28.608503
3559,0.005383,0.043965,9.874172,0.004076,-0.005552,-0.002658,3.687587,3.687587,-9.882726,28.607952
3560,0.031404,0.044862,9.820338,0.007272,-0.002356,0.000538,3.687401,3.687401,-9.884715,28.609825
3561,0.046657,0.062807,9.816749,0.006207,0.004036,0.001603,3.688926,3.688926,-9.882356,28.610794
3562,-0.007178,0.024226,9.844563,0.007272,-0.004486,-0.000528,3.688637,3.688637,-9.881238,28.612209
3563,0.019739,0.056526,9.828413,-0.002315,0.012559,0.001603,3.690150,3.690150,-9.880672,28.611349
3564,0.008972,0.068191,9.887631,-0.003381,0.000840,0.003734,3.690944,3.690944,-9.880138,28.609282
3565,0.020637,0.104978,9.874172,0.007272,0.001906,0.001603,3.689700,3.689700,-9.877952,28.607693
3566,0.026917,0.082546,9.818543,-0.002315,0.001906,0.002668,3.690334,3.690334,-9.878715,28.606014
3567,0.039479,0.064602,9.889425,0.007272,-0.001290,0.001603,3.689479,3.689479,-9.879372,28.607271
3568,0.050246,0.059218,9.849947,0.000881,-0.002356,0.002668,3.690311,3.690311,-9.879273,28.607874
3569,0.069985,0.079855,9.885837,-0.002315,0.005101,-0.000528,3.690326,3.690326,-9.878872,28.607523
3570,0.033198,0.067293,9.858022,0.001946,-0.006617,0.001603,3.689775,3.689775,-9.880249,28.610310
3571,0.027815,0.026917,9.862508,-0.000185,-0.004486,-0.000528,3.687412,3.687412,-9.881340,28.611099
3572,-0.003589,0.046657,9.900192,0.006207,0.008297,0.001603,3.688761,3.688761,-9.879298,28.611494
3573,-0.007178,0.126511,9.879556,0.005142,-0.002356,0.003734,3.689369,3.689369,-9.877831,28.610920
3574,-0.043965,0.075369,9.845461,0.000881,0.006167,-0.005854,3.689464,3.689464,-9.876779,28.610798
3575,-0.041273,0.068191,9.910062,-0.001250,-0.006617,-0.004789,3.688611,3.688611,-9.875911,28.611080
3576,0.003589,0.043965,9.873275,-0.005511,-0.006617,0.001603,3.688508,3.688508,-9.875725,28.610146
3577,0.061013,0.071780,9.895706,-0.000185,0.000840,0.000538,3.688333,3.688333,-9.877442,28.610806
3578,0.026020,0.043068,9.848152,0.001946,0.005101,-0.005854,3.688940,3.688940,-9.875972,28.611074
3579,0.097800,0.064602,9.848152,0.000881,0.004036,0.000538,3.688268,3.688268,-9.873260,28.611332
3580,0.000897,0.070882,9.800598,-0.003381,0.005101,0.001603,3.689519,3.689519,-9.870890,28.610767
3581,0.017048,0.057424,9.857124,-0.008707,0.010428,0.001603,3.691350,3.691350,-9.869249,28.610712
3582,-0.025123,0.019739,9.826618,-0.004446,0.004036,0.000538,3.692608,3.692608,-9.868132,28.608686
3583,-0.015253,0.042170,9.875070,0.000881,-0.006617,0.000538,3.691991,3.691991,-9.868361,28.608931
3584,0.050246,0.067293,9.877762,0.005142,-0.000225,0.003734,3.692175,3.692175,-9.867913,28.609892
3585,-0.022431,0.112156,9.874172,-0.004446,0.006167,-0.001593,3.692672,3.692672,-9.867911,28.610065
3586,0.017945,0.096005,9.859817,-0.001250,0.010428,-0.006919,3.692284,3.692284,-9.866464,28.609907
3587,0.039479,0.075369,9.870584,-0.003381,-0.000225,-0.000528,3.691765,3.691765,-9.867024,28.609409
3588,0.009870,0.053835,9.871481,0.000881,0.007232,0.000538,3.693025,3.693025,-9.864381,28.606888
3589,0.078957,0.049348,9.827516,-0.002315,0.004036,0.005864,3.695236,3.695236,-9.864331,28.605919
3590,0.043965,0.021534,9.874172,-0.008707,-0.001290,0.004799,3.694069,3.694069,-9.863016,28.606499
3591,0.003589,0.030506,9.901987,0.001946,-0.003421,-0.000528,3.693253,3.693253,-9.864109,28.606409
3592,0.000897,0.074471,9.851742,0.001946,0.006167,-0.000528,3.695311,3.695311,-9.862316,28.604864
3593,0.071780,0.057424,9.819441,-0.003381,-0.004486,0.004799,3.696834,3.696834,-9.861481,28.603764
3594,0.022431,0.063704,9.815851,-0.000185,0.000840,0.004799,3.697068,3.697068,-9.859673,28.601429
3595,0.043068,0.057424,9.882248,-0.004446,0.005101,-0.001593,3.696097,3.696097,-9.859017,28.603680
3596,0.062807,0.005383,9.840975,-0.000185,-0.001290,-0.001593,3.695163,3.695163,-9.860326,28.604712
3597,0.029609,0.052040,9.888528,-0.001250,0.007232,-0.007985,3.697999,3.697999,-9.858393,28.602413
3598,0.011664,0.082546,9.903782,0.008338,0.001906,0.000538,3.698249,3.698249,-9.859091,28.603724
3599,0.052040,0.066396,9.837385,0.001946,-0.001290,-0.000528,3.698488,3.698488,-9.860057,28.604301
3600,0.021534,0.069088,9.901090,0.001946,-0.003421,0.000538,3.697095,3.697095,-9.858897,28.604925
3601,0.035890,0.103183,9.808674,0.001946,0.000840,0.006929,3.697127,3.697127,-9.861003,28.606039
3602,0.052937,0.088827,9.893015,0.000881,-0.001290,-0.001593,3.695151,3.695151,-9.860639,28.606884
3603,0.035890,0.074471,9.803290,-0.002315,0.008297,0.003734,3.695191,3.695191,-9.862467,28.607250
3604,-0.029609,0.057424,9.885837,0.001946,0.002971,0.000538,3.695432,3.695432,-9.861912,28.606247
3605,0.071780,0.034993,9.836488,0.003011,0.000840,-0.010115,3.695546,3.695546,-9.861843,28.606981
3606,-0.032301,0.032301,9.876864,-0.000185,0.002971,-0.003723,3.696093,3.696093,-9.860477,28.606895
3607,-0.025123,0.031404,9.838283,-0.003381,0.002971,0.002668,3.696425,3.696425,-9.858998,28.607100
3608,0.017048,0.061910,9.824824,0.006207,-0.002356,0.002668,3.697592,3.697592,-9.858803,28.607035
3609,-0.019739,0.033198,9.832002,0.005142,0.002971,0.001603,3.698681,3.698681,-9.859260,28.608809
3610,0.022431,0.034095,9.862508,-0.000185,0.001906,0.005864,3.699495,3.699495,-9.858182,28.608931
3611,0.061013,0.104978,9.893015,0.001946,-0.003421,0.010125,3.698145,3.698145,-9.860235,28.610027
3612,-0.003589,0.116642,9.884042,-0.008707,0.004036,0.002668,3.697901,3.697901,-9.860805,28.609964
3613,-0.039479,0.050246,9.852638,-0.008707,0.004036,-0.003723,3.699246,3.699246,-9.860291,28.607315
3614,0.012561,0.124717,9.881351,0.006207,-0.003421,-0.003723,3.699333,3.699333,-9.857987,28.607071
3615,-0.026020,0.054732,9.829310,0.000881,0.000840,-0.001593,3.698776,3.698776,-9.858111,28.608768
3616,-0.059218,-0.033198,9.796112,-0.009772,0.000840,0.000538,3.700604,3.700604,-9.857996,28.605917
3617,-0.068191,0.046657,9.838283,0.005142,-0.009813,-0.003723,3.699289,3.699289,-9.857712,28.607622
3618,-0.009870,0.120231,9.817646,-0.001250,0.002971,0.001603,3.699747,3.699747,-9.857271,28.606829
3619,0.047554,0.072677,9.841871,0.008338,-0.009813,0.000538,3.699225,3.699225,-9.859358,28.608881
3620,0.012561,0.043965,9.752148,-0.004446,0.006167,0.000538,3.700340,3.700340,-9.860520,28.609314
3621,0.060115,0.079855,9.788935,0.007272,-0.003421,0.000538,3.699258,3.699258,-9.861333,28.611099
3622,0.091519,0.018842,9.819441,-0.003381,0.001906,-0.002658,3.698868,3.698868,-9.861407,28.609600
3623,0.088827,0.007178,9.740483,-0.001250,-0.003421,-0.002658,3.697854,3.697854,-9.863365,28.609310
3624,0.049348,0.036787,9.765606,-0.000185,0.002971,0.000538,3.699310,3.699310,-9.861383,28.608706
3625,0.011664,0.018842,9.832002,-0.002315,0.004036,0.003734,3.700032,3.700032,-9.862753,28.609940
3626,0.066396,0.040376,9.823927,0.000881,0.004036,-0.006919,3.700598,3.700598,-9.862369,28.608269
3627,-0.015253,0.008075,9.788037,0.000881,0.004036,0.002668,3.701976,3.701976,-9.861041,28.608419
3628,0.039479,0.036787,9.837385,-0.004446,0.000840,-0.005854,3.700414,3.700414,-9.859926,28.608700
3629,0.034993,0.029609,9.867891,-0.002315,-0.008747,-0.006919,3.699365,3.699365,-9.859925,28.607683
3630,0.024226,0.071780,9.868789,0.005142,0.000840,0.005864,3.701653,3.701653,-9.860747,28.608999
3631,0.024226,0.060115,9.874172,0.004076,-0.005552,-0.005854,3.699064,3.699064,-9.861996,28.612146
3632,0.042170,0.020637,9.860714,0.001946,0.002971,-0.005854,3.699909,3.699909,-9.860100,28.612741
3633,0.009870,0.007178,9.861611,0.003011,0.001906,0.005864,3.699857,3.699857,-9.858554,28.612158
3634,0.065499,0.050246,9.845461,0.003011,0.000840,0.002668,3.698508,3.698508,-9.860609,28.614113
3635,0.085238,0.050246,9.838283,-0.003381,0.013624,0.004799,3.699678,3.699678,-9.858890,28.611736
3636,-0.006281,0.049348,9.857124,-0.001250,-0.002356,0.000538,3.701506,3.701506,-9.858773,28.611320
3637,0.008972,0.108567,9.866995,0.003011,0.001906,0.004799,3.703530,3.703530,-9.859317,28.612446
3638,0.044862,0.086135,9.921726,-0.000185,-0.000225,0.005864,3.705992,3.705992,-9.857043,28.610815
3639,-0.032301,0.065499,9.872378,-0.001250,-0.005552,0.004799,3.705050,3.705050,-9.857099,28.614408
3640,0.033198,0.120231,9.838283,0.009403,-0.004486,-0.004789,3.702184,3.702184,-9.858335,28.616499
3641,0.098697,0.097800,9.849050,0.001946,-0.000225,-0.000528,3.700875,3.700875,-9.859299,28.616858
3642,0.003589,-0.014356,9.825721,0.000881,0.004036,-0.010115,3.699667,3.699667,-9.859070,28.618177
3643,0.066396,0.043965,9.876864,-0.001250,0.004036,-0.002658,3.698407,3.698407,-9.855900,28.618294
3644,0.084341,0.066396,9.863405,0.001946,0.001906,-0.005854,3.697569,3.697569,-9.857535,28.619909
3645,0.132792,0.043068,9.815851,-0.008707,-0.002356,0.000538,3.697791,3.697791,-9.857525,28.617579
3646,0.069088,0.056526,9.850844,0.001946,0.005101,0.000538,3.697589,3.697589,-9.857008,28.618114
3647,0.069088,0.026917,9.858919,0.000881,-0.008747,0.007995,3.697909,3.697909,-9.857327,28.617105
3648,-0.061013,0.127409,9.855330,-0.000185,-0.001290,0.000538,3.697725,3.697725,-9.857789,28.617880
3649,-0.024226,0.050246,9.822132,0.001946,-0.004486,-0.003723,3.696990,3.696990,-9.858232,28.618999
3650,0.027815,0.120231,9.789831,-0.002315,0.009363,0.002668,3.697983,3.697983,-9.855307,28.617985
3651,0.011664,0.079855,9.860714,-0.003381,0.009363,-0.001593,3.697191,3.697191,-9.854332,28.617413
3652,0.025123,0.032301,9.792523,-0.002315,-0.009813,0.002668,3.695538,3.695538,-9.855668,28.617834
3653,-0.013459,0.038582,9.910062,0.000881,0.008297,0.005864,3.695979,3.695979,-9.854246,28.617527
3654,0.066396,0.079855,9.893911,0.003011,-0.001290,0.002668,3.696230,3.696230,-9.853419,28.617989
3655,0.046657,0.077163,9.891220,-0.006577,0.004036,-0.004789,3.697754,3.697754,-9.852585,28.615791
3656,0.046657,0.088827,9.841871,-0.002315,-0.005552,0.000538,3.699070,3.699070,-9.852888,28.613642
3657,-0.014356,0.036787,9.841871,0.007272,-0.005552,0.002668,3.698648,3.698648,-9.853778,28.616287
3658,0.012561,0.092416,9.850844,0.001946,0.000840,-0.005854,3.696759,3.696759,-9.854012,28.617840
3659,-0.021534,0.087930,9.840077,-0.005511,0.000840,-0.001593,3.696232,3.696232,-9.853320,28.617702
3660,0.000000,0.022431,9.810468,-0.006577,-0.003421,-0.000528,3.697871,3.697871,-9.853797,28.614883
3661,0.087930,0.046657,9.885837,-0.000185,-0.004486,-0.002658,3.697539,3.697539,-9.855289,28.614597
3662,0.093313,0.083444,9.848152,-0.000185,-0.006617,-0.000528,3.696615,3.696615,-9.856322,28.615377
3663,0.043068,0.104080,9.909165,-0.004446,0.002971,0.001603,3.695848,3.695848,-9.857583,28.615406
3664,0.068191,0.113950,9.909165,-0.005511,0.000840,0.001603,3.695663,3.695663,-9.858044,28.613743
3665,0.052040,0.083444,9.866995,0.001946,0.005101,0.003734,3.697519,3.697519,-9.858636,28.614410
3666,0.042170,0.113950,9.893911,-0.002315,0.008297,-0.011181,3.696497,3.696497,-9.859342,28.613512
3667,0.032301,0.061013,9.858022,-0.002315,-0.003421,0.000538,3.696635,3.696635,-9.861503,28.613743
3668,-0.010767,0.054732,9.917240,0.007272,-0.008747,-0.003723,3.696588,3.696588,-9.862735,28.614496
3669,0.024226,0.093313,9.899295,0.000881,-0.001290,-0.012246,3.694553,3.694553,-9.862474,28.616322
3670,0.059218,0.033198,9.837385,-0.004446,0.007232,-0.000528,3.694585,3.694585,-9.863055,28.616331
3671,0.046657,0.011664,9.878658,-0.001250,-0.002356,-0.005854,3.693486,3.693486,-9.862885,28.614468
3672,-0.060115,0.051143,9.791626,0.000881,-0.003421,0.001603,3.695020,3.695020,-9.861779,28.613977
3673,0.002692,0.005383,9.840077,0.004076,-0.001290,-0.001593,3.695569,3.695569,-9.860417,28.616577
3674,-0.006281,0.081649,9.918138,0.000881,-0.005552,0.000538,3.695416,3.695416,-9.860065,28.615520
3675,0.027815,0.000897,9.836488,0.011534,-0.009813,0.003734,3.693436,3.693436,-9.862749,28.617338
3676,0.061910,0.088827,9.850844,-0.006577,-0.001290,0.000538,3.693655,3.693655,-9.862735,28.615852
3677,0.043068,0.064602,9.887631,0.001946,-0.007682,0.000538,3.694290,3.694290,-9.863500,28.616367
3678,0.036787,0.053835,9.890323,-0.004446,-0.002356,-0.004789,3.694057,3.694057,-9.863799,28.613993
3679,0.067293,0.077163,9.800598,0.003011,-0.001290,0.001603,3.694009,3.694009,-9.865028,28.615225
3680,0.035890,0.130998,9.822132,-0.004446,0.004036,0.002668,3.693431,3.693431,-9.865694,28.614857
3681,-0.000897,0.074471,9.877762,0.000881,0.000840,0.001603,3.693515,3.693515,-9.864916,28.614859
3682,0.143559,0.098697,9.871481,0.003011,-0.000225,-0.000528,3.693226,3.693226,-9.863798,28.614317
3683,0.058321,0.009870,9.880453,0.003011,0.001906,-0.001593,3.692037,3.692037,-9.864551,28.615635
3684,0.084341,0.047554,9.847255,-0.005511,-0.007682,0.004799,3.691761,3.691761,-9.865934,28.614473
3685,0.064602,0.026917,9.822132,-0.006577,0.001906,-0.002658,3.692172,3.692172,-9.865332,28.613571
3686,0.009870,0.027815,9.850844,-0.002315,0.005101,-0.003723,3.691564,3.691564,-9.865286,28.612833
3687,0.017048,0.031404,9.877762,-0.003381,0.001906,-0.001593,3.692850,3.692850,-9.864880,28.611774
3688,0.016150,0.093313,9.762914,-0.000185,-0.001290,0.005864,3.692390,3.692390,-9.865332,28.611259
3689,-0.061910,0.133689,9.925315,-0.002315,0.006167,0.002668,3.693617,3.693617,-9.865031,28.610216
3690,-0.036787,0.082546,9.830208,-0.004446,0.002971,0.003734,3.693129,3.693129,-9.864775,28.609711
3691,0.048451,0.060115,9.814057,0.004076,0.001906,-0.003723,3.691952,3.691952,-9.863731,28.610415
3692,-0.030506,0.044862,9.868789,0.001946,-0.004486,-0.002658,3.691288,3.691288,-9.862268,28.609444
3693,-0.001794,0.043068,9.893911,-0.000185,-0.001290,0.003734,3.691335,3.691335,-9.861056,28.611042
3694,0.048451,0.001794,9.873275,0.013664,-0.004486,-0.000528,3.690420,3.690420,-9.861819,28.611700
3695,0.042170,0.037684,9.866097,0.005142,-0.003421,0.003734,3.690687,3.690687,-9.863496,28.611423
3696,0.061013,0.030506,9.850844,0.005142,0.001906,0.010125,3.693077,3.693077,-9.863127,28.612976
3697,0.069088,0.141765,9.859817,-0.002315,-0.008747,0.007995,3.694183,3.694183,-9.864562,28.610733
3698,0.061910,0.104978,9.860714,-0.003381,0.006167,0.002668,3.695301,3.695301,-9.864201,28.608849
3699,-0.006281,0.120231,9.905576,-0.003381,0.004036,-0.001593,3.695868,3.695868,-9.863820,28.609255
3700,0.073574,0.106772,9.823927,0.000881,-0.003421,-0.000528,3.695537,3.695537,-9.863790,28.611521
3701,0.037684,0.104080,9.849947,-0.000185,0.000840,-0.004789,3.694707,3.694707,-9.862377,28.612537
3702,0.017048,0.109464,9.935185,0.004076,0.002971,-0.004789,3.692986,3.692986,-9.862565,28.612967
3703,-0.004486,0.055629,9.882248,-0.000185,-0.000225,-0.001593,3.691611,3.691611,-9.862386,28.613832
3704,0.052040,0.028712,9.833797,-0.002315,0.001906,-0.003723,3.691953,3.691953,-9.860634,28.613054
3705,-0.006281,-0.005383,9.858022,0.008338,0.000840,-0.005854,3.691986,3.691986,-9.861215,28.615137
3706,-0.040376,0.044862,9.904678,0.000881,0.004036,-0.002658,3.692112,3.692112,-9.859349,28.614891
3707,0.038582,0.051143,9.818543,-0.001250,-0.002356,0.005864,3.691696,3.691696,-9.863018,28.616438
