time,accel.x,accel.y,accel.z,rate.x,rate.y,rate.z,yaw,yaw_c,pitch,roll
0,0.007178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.032301,0.104978,9.856228,0.003011,0.006167,0.001603,-0.400801,-0.400801,3.883975,1.599516
2,0.026917,0.074471,9.883145,0.001946,-0.009813,-0.000528,-0.400132,-0.400132,3.883828,1.599335
3,0.030506,0.095108,9.797907,-0.005511,-0.011943,-0.002658,-0.400363,-0.400363,3.882001,1.595807
4,0.091519,0.087930,9.829310,-0.005511,0.008297,-0.000528,-0.399470,-0.399470,3.881118,1.597587
5,0.017945,0.091519,9.849947,-0.006577,0.002971,-0.010115,-0.400019,-0.400019,3.881004,1.597201
6,0.055629,0.068191,9.835591,0.004076,0.000840,0.004799,-0.399109,-0.399109,3.880729,1.598252
7,0.068191,0.063704,9.831104,0.003011,-0.000225,-0.006919,-0.400948,-0.400948,3.882477,1.596805
8,0.043068,0.062807,9.842769,-0.002315,-0.001290,-0.001593,-0.401003,-0.401003,3.882593,1.596210
9,0.018842,0.113053,9.882248,-0.004446,0.001906,0.001603,-0.400723,-0.400723,3.881605,1.597218
10,-0.006281,0.061013,9.814955,-0.002315,-0.008747,0.003734,-0.398475,-0.398475,3.881171,1.596657
11,0.026020,0.040376,9.842769,0.006207,-0.008747,0.003734,-0.398832,-0.398832,3.879227,1.599569
12,0.049348,0.050246,9.824824,-0.003381,0.000840,0.004799,-0.399317,-0.399317,3.877043,1.600039
13,0.020637,0.061013,9.893911,0.001946,-0.002356,-0.000528,-0.397279,-0.397279,3.877830,1.602139
14,-0.006281,0.031404,9.817646,-0.006577,0.002971,-0.006919,-0.398302,-0.398302,3.878217,1.600383
15,-0.012561,0.056526,9.847255,-0.000185,-0.004486,0.006929,-0.397820,-0.397820,3.875762,1.601405
16,-0.000897,0.007178,9.885837,-0.003381,0.006167,0.004799,-0.397938,-0.397938,3.877949,1.600197
17,0.005383,0.122025,9.845461,0.010468,0.007232,0.009060,-0.397579,-0.397579,3.879758,1.601575
18,-0.001794,0.098697,9.829310,0.003011,-0.005552,-0.002658,-0.397102,-0.397102,3.881442,1.601624
19,0.012561,0.061910,9.884042,0.000881,0.002971,-0.000528,-0.397773,-0.397773,3.881332,1.600743
20,0.023328,0.111258,9.882248,-0.005511,-0.002356,0.000538,-0.397710,-0.397710,3.881323,1.599790
21,0.048451,0.091519,9.928007,-0.003381,0.002971,-0.001593,-0.396092,-0.396092,3.880176,1.599916
22,0.105875,0.074471,9.842769,0.006207,0.000840,0.004799,-0.395720,-0.395720,3.882471,1.599228
23,0.000897,0.037684,9.844563,-0.001250,0.002971,0.002668,-0.395121,-0.395121,3.884152,1.600015
24,0.041273,0.054732,9.919931,0.003011,0.000840,0.002668,-0.395765,-0.395765,3.885015,1.599622
25,0.038582,0.023328,9.830208,0.008338,0.001906,0.004799,-0.395416,-0.395416,3.886458,1.599054
26,0.034095,0.019739,9.849947,0.000881,-0.009813,0.007995,-0.395136,-0.395136,3.885469,1.598845
27,0.013459,0.093313,9.838283,-0.002315,0.007232,-0.002658,-0.394665,-0.394665,3.886909,1.600475
28,0.017048,0.068191,9.816749,0.003011,0.000840,0.010125,-0.394138,-0.394138,3.886036,1.600162
29,-0.025123,0.058321,9.823927,-0.007642,0.005101,-0.000528,-0.394876,-0.394876,3.887874,1.599763
30,0.014356,0.042170,9.861611,0.001946,-0.001290,-0.005854,-0.396980,-0.396980,3.888901,1.600488
31,0.054732,0.086135,9.881351,-0.009772,0.004036,0.001603,-0.396557,-0.396557,3.888638,1.599681
32,0.015253,0.048451,9.856228,0.000881,-0.001290,0.002668,-0.397570,-0.397570,3.889390,1.600845
33,0.030506,0.080752,9.866995,-0.007642,-0.001290,-0.000528,-0.397005,-0.397005,3.889854,1.600048
34,0.015253,0.058321,9.875967,0.012599,-0.002356,-0.002658,-0.397243,-0.397243,3.887784,1.602968
35,-0.035890,0.081649,9.860714,-0.002315,0.002971,0.000538,-0.397308,-0.397308,3.887536,1.602858
36,0.064602,0.092416,9.862508,-0.003381,0.007232,-0.003723,-0.397383,-0.397383,3.886922,1.603355
37,0.075369,0.051143,9.861611,-0.002315,0.000840,0.004799,-0.396118,-0.396118,3.886271,1.603093
38,0.007178,0.034993,9.852638,-0.002315,-0.003421,0.002668,-0.396264,-0.396264,3.887485,1.603342
39,0.090622,0.078060,9.839180,-0.004446,0.001906,-0.007985,-0.398395,-0.398395,3.887537,1.601510
40,0.091519,0.060115,9.844563,0.003011,-0.002356,-0.003723,-0.398164,-0.398164,3.889106,1.602394
41,0.100491,0.078060,9.867891,0.003011,-0.000225,0.001603,-0.397562,-0.397562,3.890907,1.603911
42,0.034993,0.034095,9.897501,0.000881,-0.000225,-0.002658,-0.396221,-0.396221,3.892932,1.605356
43,0.066396,0.034993,9.841871,0.005142,-0.000225,-0.001593,-0.396367,-0.396367,3.894146,1.605606
44,0.027815,0.117539,9.876864,-0.000185,-0.003421,0.003734,-0.395342,-0.395342,3.893624,1.606422
45,0.020637,0.129203,9.855330,0.001946,-0.005552,0.001603,-0.394536,-0.394536,3.893959,1.607588
46,0.030506,0.097800,9.884042,0.001946,0.001906,-0.002658,-0.395632,-0.395632,3.891791,1.608259
47,-0.014356,0.052040,9.840077,0.001946,-0.000225,-0.002658,-0.395791,-0.395791,3.892519,1.607900
48,0.046657,0.086135,9.902884,0.003011,-0.001290,-0.001593,-0.396184,-0.396184,3.893620,1.607038
49,0.045759,-0.001794,9.813160,-0.004446,0.005101,-0.005854,-0.399161,-0.399161,3.893939,1.606851
50,-0.011664,0.015253,9.842769,0.005142,0.001906,-0.001593,-0.399010,-0.399010,3.892711,1.608703
51,0.046657,0.012561,9.820338,-0.001250,0.002971,-0.000528,-0.398824,-0.398824,3.892699,1.608731
52,-0.009870,0.063704,9.847255,0.004076,0.001906,0.000538,-0.397162,-0.397162,3.893131,1.609469
53,0.038582,0.093313,9.916343,0.007272,0.002971,-0.000528,-0.395389,-0.395389,3.893196,1.609849
54,0.028712,0.180346,9.874172,-0.000185,0.004036,0.000538,-0.394911,-0.394911,3.894880,1.611601
55,0.019739,0.136381,9.862508,0.003011,-0.004486,0.003734,-0.395143,-0.395143,3.893054,1.613548
56,0.078957,0.139970,9.911857,-0.000185,-0.006617,0.003734,-0.395239,-0.395239,3.891711,1.612949
57,-0.008075,0.078060,9.900192,-0.001250,-0.002356,-0.000528,-0.396516,-0.396516,3.891740,1.612514
58,0.035890,0.080752,9.897501,-0.004446,0.004036,-0.001593,-0.397985,-0.397985,3.893600,1.609632
59,0.017945,0.060115,9.884042,0.003011,-0.002356,0.003734,-0.399307,-0.399307,3.892049,1.610896
60,0.027815,0.028712,9.835591,0.001946,0.005101,-0.002658,-0.400351,-0.400351,3.891705,1.609990
61,0.043965,0.042170,9.854433,-0.004446,0.000840,-0.002658,-0.400802,-0.400802,3.890737,1.609488
62,0.029609,0.019739,9.901987,-0.001250,0.007232,0.001603,-0.397573,-0.397573,3.890518,1.610211
63,0.035890,0.094211,9.845461,-0.001250,0.000840,-0.002658,-0.396409,-0.396409,3.890599,1.609333
64,0.000000,0.117539,9.834694,-0.004446,-0.002356,0.004799,-0.394980,-0.394980,3.891405,1.607500
65,0.019739,0.090622,9.886734,0.006207,-0.002356,0.000538,-0.392671,-0.392671,3.893159,1.608282
66,0.072677,0.124717,9.868789,0.001946,-0.005552,0.000538,-0.392499,-0.392499,3.892659,1.607214
67,0.089724,0.081649,9.914549,0.000881,0.006167,-0.002658,-0.394247,-0.394247,3.893310,1.605895
68,0.052937,0.083444,9.863405,0.007272,-0.000225,-0.000528,-0.395412,-0.395412,3.892970,1.607413
69,0.062807,0.051143,9.893911,0.001946,0.001906,-0.000528,-0.396053,-0.396053,3.893955,1.608724
70,0.036787,0.037684,9.921726,-0.001250,-0.002356,-0.007985,-0.397083,-0.397083,3.894099,1.606845
71,0.067293,0.054732,9.855330,0.000881,-0.001290,0.001603,-0.396998,-0.396998,3.894820,1.607232
72,0.010767,0.037684,9.829310,-0.001250,-0.000225,-0.005854,-0.397729,-0.397729,3.896902,1.608415
73,0.007178,0.096005,9.832002,-0.001250,-0.003421,-0.000528,-0.396603,-0.396603,3.895647,1.605832
74,0.021534,0.056526,9.866995,0.006207,-0.000225,0.002668,-0.395815,-0.395815,3.895373,1.606266
75,0.032301,0.157915,9.844563,0.000881,-0.008747,-0.005854,-0.396355,-0.396355,3.891243,1.607340
76,0.017048,0.087033,9.847255,-0.008707,0.007232,-0.003723,-0.397761,-0.397761,3.891033,1.607383
77,0.022431,0.072677,9.847255,-0.000185,0.000840,-0.002658,-0.396838,-0.396838,3.891244,1.606246
78,0.075369,0.053835,9.826618,0.003011,-0.004486,0.002668,-0.397811,-0.397811,3.889073,1.606925
79,0.059218,0.042170,9.877762,-0.005511,0.006167,0.003734,-0.397225,-0.397225,3.890267,1.606495
80,0.047554,0.042170,9.851742,0.009403,0.000840,0.002668,-0.396379,-0.396379,3.892061,1.608028
81,0.020637,0.070882,9.849050,-0.006577,0.005101,0.002668,-0.395776,-0.395776,3.893863,1.605166
82,0.045759,0.121128,9.835591,-0.005511,0.002971,0.006929,-0.394646,-0.394646,3.892730,1.604042
83,-0.016150,0.070882,9.855330,-0.005511,0.005101,-0.004789,-0.394521,-0.394521,3.894911,1.601391
84,-0.003589,0.091519,9.844563,-0.007642,0.001906,0.002668,-0.394637,-0.394637,3.892838,1.599939
85,0.098697,0.087033,9.858919,-0.007642,0.004036,0.004799,-0.395961,-0.395961,3.895545,1.597309
86,0.085238,0.035890,9.875070,-0.001250,0.009363,0.000538,-0.395610,-0.395610,3.897110,1.596255
87,0.121128,0.104080,9.868789,0.004076,-0.007682,-0.000528,-0.396236,-0.396236,3.898580,1.597688
88,0.096005,0.070882,9.811365,-0.000185,0.002971,0.001603,-0.396410,-0.396410,3.898821,1.599031
89,0.073574,0.084341,9.823030,0.003011,-0.001290,0.000538,-0.396569,-0.396569,3.899549,1.600009
90,0.044862,0.083444,9.858919,-0.000185,0.006167,-0.005854,-0.397105,-0.397105,3.899923,1.598042
91,-0.012561,0.081649,9.841871,-0.002315,0.001906,-0.002658,-0.396178,-0.396178,3.900255,1.598365
92,0.048451,0.057424,9.857124,-0.001250,0.006167,0.001603,-0.396927,-0.396927,3.901731,1.597479
93,0.030506,0.090622,9.795215,-0.003381,0.004036,-0.000528,-0.397864,-0.397864,3.905157,1.596336
94,0.007178,0.035890,9.883145,0.004076,-0.000225,-0.003723,-0.399033,-0.399033,3.904695,1.597732
95,0.029609,0.114847,9.882248,-0.001250,0.000840,-0.003723,-0.400341,-0.400341,3.903629,1.598267
96,0.064602,0.038582,9.901090,-0.004446,-0.001290,-0.000528,-0.400904,-0.400904,3.903029,1.597637
97,0.034993,0.100491,9.868789,0.000881,0.000840,-0.001593,-0.400871,-0.400871,3.901927,1.598507
98,0.046657,0.055629,9.842769,-0.004446,-0.000225,-0.002658,-0.401759,-0.401759,3.902796,1.599679
99,0.100491,0.046657,9.842769,-0.006577,0.010428,-0.003723,-0.401762,-0.401762,3.904736,1.600060
100,0.059218,0.080752,9.847255,0.003011,0.007232,-0.003723,-0.400578,-0.400578,3.905548,1.604294
101,0.072677,0.084341,9.884939,0.000881,0.000840,0.005864,-0.399467,-0.399467,3.908066,1.602804
102,0.043068,0.117539,9.882248,-0.006577,0.002971,0.002668,-0.398272,-0.398272,3.909243,1.601807
103,0.107669,0.090622,9.839180,-0.004446,0.004036,0.001603,-0.397795,-0.397795,3.910927,1.600153
104,0.051143,0.068191,9.841871,0.004076,0.000840,-0.002658,-0.397250,-0.397250,3.910662,1.601909
105,0.049348,0.042170,9.859817,-0.003381,0.002971,-0.004789,-0.397528,-0.397528,3.911514,1.601420
106,0.052937,0.062807,9.835591,0.010468,-0.002356,0.001603,-0.397386,-0.397386,3.914302,1.601446
107,0.063704,0.122025,9.886734,-0.000185,-0.007682,0.001603,-0.396781,-0.396781,3.911844,1.601382
108,0.015253,0.111258,9.861611,0.001946,0.004036,0.003734,-0.396924,-0.396924,3.913181,1.602483
109,0.065499,0.122922,9.875967,-0.005511,0.004036,-0.001593,-0.397101,-0.397101,3.913300,1.603095
110,0.050246,0.112156,9.802393,-0.001250,-0.003421,-0.000528,-0.396282,-0.396282,3.914123,1.602803
111,0.016150,0.066396,9.868789,0.005142,-0.003421,0.002668,-0.395673,-0.395673,3.911787,1.602374
112,-0.002692,0.045759,9.882248,0.001946,-0.005552,0.004799,-0.396829,-0.396829,3.911811,1.604136
113,0.052040,0.025123,9.874172,0.003011,0.000840,0.001603,-0.397581,-0.397581,3.913166,1.603979
114,0.017945,0.034095,9.869686,-0.007642,0.004036,-0.003723,-0.397284,-0.397284,3.912785,1.601339
115,0.060115,0.037684,9.831104,-0.001250,-0.002356,0.003734,-0.397809,-0.397809,3.913523,1.600346
116,-0.031404,0.049348,9.880453,0.006207,-0.002356,-0.002658,-0.396933,-0.396933,3.912031,1.600179
117,0.044862,0.017048,9.851742,-0.000185,-0.002356,0.002668,-0.395877,-0.395877,3.912603,1.600146
118,0.026917,0.034993,9.880453,0.000881,0.004036,-0.000528,-0.396138,-0.396138,3.914065,1.600874
119,0.008075,0.073574,9.847255,-0.002315,0.005101,0.003734,-0.395898,-0.395898,3.915999,1.598474
120,0.025123,0.079855,9.843666,0.000881,0.002971,0.005864,-0.395099,-0.395099,3.916091,1.597328
121,0.115745,0.035890,9.895706,-0.001250,-0.002356,0.005864,-0.394924,-0.394924,3.915714,1.598938
122,0.065499,0.078060,9.889425,-0.004446,0.000840,0.003734,-0.393943,-0.393943,3.913610,1.598656
123,0.074471,0.089724,9.851742,-0.000185,0.009363,0.009060,-0.392000,-0.392000,3.915374,1.598562
124,0.391198,0.032301,9.832899,-0.003381,0.006167,0.002668,-0.391540,-0.391540,3.916451,1.597515
125,-0.124717,-0.043965,9.947746,0.006207,0.011493,0.000538,-0.391219,-0.391219,3.916920,1.599256
126,-0.405554,-0.037684,9.805084,0.006207,-0.002356,-0.000528,-0.390396,-0.390396,3.917864,1.597504
127,-0.301474,-0.039479,9.736894,0.000881,-0.020466,-0.002658,-0.391955,-0.391955,3.916561,1.598265
128,-0.096005,0.025123,9.815851,0.006207,-0.016205,-0.002658,-0.393225,-0.393225,3.916834,1.598559
129,0.061910,0.076266,9.927110,0.008338,-0.009813,0.002668,-0.393521,-0.393521,3.917078,1.597825
130,0.078060,0.092416,9.940569,-0.008707,0.006167,0.002668,-0.394384,-0.394384,3.918799,1.594618
131,0.208161,0.110361,10.272549,-0.010838,-0.014074,0.003734,-0.394575,-0.394575,3.918432,1.593648
132,0.059218,0.096005,10.090408,-0.009772,0.001906,-0.000528,-0.394869,-0.394869,3.923059,1.592549
133,-0.070882,0.010767,9.871481,0.005142,-0.005552,0.003734,-0.393807,-0.393807,3.919492,1.594220
134,-0.015253,0.101389,9.851742,0.005142,0.006167,-0.001593,-0.394373,-0.394373,3.918771,1.596387
135,0.027815,0.086135,9.783551,-0.003381,-0.002356,0.004799,-0.392789,-0.392789,3.920788,1.594565
136,0.095108,0.098697,9.866097,-0.005511,-0.005552,0.003734,-0.392407,-0.392407,3.919067,1.595094
137,-0.003589,0.096902,9.862508,-0.006577,0.008297,-0.000528,-0.392899,-0.392899,3.921021,1.592765
138,0.031404,0.080752,9.877762,-0.000185,-0.000225,-0.000528,-0.392554,-0.392554,3.917961,1.592318
139,0.114847,0.048451,9.891220,-0.007642,0.002971,-0.003723,-0.393104,-0.393104,3.917848,1.591689
140,0.090622,0.048451,9.861611,-0.001250,-0.008747,0.002668,-0.393843,-0.393843,3.915306,1.591411
141,0.091519,0.143559,9.836488,-0.001250,-0.001290,0.001603,-0.393640,-0.393640,3.915901,1.589616
142,0.098697,0.186627,9.907371,0.003011,-0.009813,-0.000528,-0.392994,-0.392994,3.914904,1.589190
143,0.070882,0.120231,9.916343,-0.003381,0.002971,0.000538,-0.393276,-0.393276,3.915635,1.589309
144,0.054732,0.127409,9.825721,0.003011,0.000840,0.001603,-0.393713,-0.393713,3.915154,1.588930
145,0.084341,0.069985,9.881351,0.003011,-0.004486,-0.005854,-0.394876,-0.394876,3.914935,1.588501
146,0.010767,0.046657,9.825721,-0.007642,-0.001290,-0.000528,-0.396383,-0.396383,3.915456,1.586710
147,0.061910,0.020637,9.854433,0.006207,-0.004486,0.001603,-0.397819,-0.397819,3.914151,1.586629
148,-0.008075,-0.017945,9.805084,0.006207,0.001906,-0.004789,-0.399828,-0.399828,3.914198,1.586750
149,0.002692,0.040376,9.827516,-0.000185,-0.001290,-0.004789,-0.399273,-0.399273,3.914298,1.585953
150,-0.176757,0.013459,9.866995,-0.006577,0.004036,-0.004789,-0.399281,-0.399281,3.916117,1.584874
151,-0.085238,0.028712,9.829310,0.004076,-0.001290,0.001603,-0.398130,-0.398130,3.915713,1.584725
152,-0.045759,0.116642,9.837385,-0.001250,-0.006617,0.001603,-0.396028,-0.396028,3.914430,1.584642
153,-0.001794,0.140867,9.945055,-0.000185,0.007232,0.000538,-0.396310,-0.396310,3.915163,1.584152
154,0.007178,0.113053,9.897501,-0.007642,0.006167,-0.000528,-0.396910,-0.396910,3.917606,1.583763
155,0.068191,0.099594,9.817646,-0.002315,0.001906,-0.005854,-0.396937,-0.396937,3.918695,1.583777
156,0.081649,0.054732,9.846358,-0.006577,0.007232,-0.000528,-0.396518,-0.396518,3.918312,1.583336
157,0.063704,0.069088,9.871481,-0.004446,-0.001290,-0.001593,-0.397894,-0.397894,3.919194,1.582892
158,0.102286,0.022431,9.826618,0.001946,0.004036,-0.003723,-0.397945,-0.397945,3.919432,1.584365
159,0.135484,0.055629,9.830208,-0.002315,-0.001290,0.000538,-0.397536,-0.397536,3.918684,1.583680
160,0.091519,0.084341,9.845461,0.000881,-0.000225,0.003734,-0.395684,-0.395684,3.917164,1.585769
161,0.118436,0.059218,9.857124,-0.001250,0.001906,0.007995,-0.393271,-0.393271,3.918308,1.584369
162,0.025123,0.101389,9.868789,-0.009772,0.002971,0.001603,-0.392676,-0.392676,3.919867,1.584304
163,0.104978,0.111258,9.894809,-0.000185,0.004036,0.003734,-0.392314,-0.392314,3.921797,1.586292
164,0.096902,0.118436,9.833797,0.001946,0.004036,-0.000528,-0.393148,-0.393148,3.924613,1.586738
165,0.051143,0.145354,9.901987,0.001946,-0.002356,-0.006919,-0.395397,-0.395397,3.924789,1.587816
166,0.050246,0.087930,9.849947,-0.000185,0.008297,0.000538,-0.397355,-0.397355,3.926662,1.588671
167,-0.018842,0.085238,9.839180,0.003011,-0.000225,0.005864,-0.398950,-0.398950,3.928404,1.588334
168,-0.036787,0.023328,9.851742,-0.000185,-0.004486,-0.004789,-0.401125,-0.401125,3.926875,1.591486
169,-0.060115,0.036787,9.871481,0.000881,0.008297,-0.006919,-0.402090,-0.402090,3.929329,1.589124
170,-0.040376,0.116642,9.848152,0.003011,-0.003421,0.006929,-0.401448,-0.401448,3.928209,1.589306
171,-0.038582,0.093313,9.919035,-0.001250,0.005101,-0.000528,-0.400232,-0.400232,3.930115,1.588067
172,-0.046657,0.166887,9.877762,-0.000185,0.001906,0.000538,-0.398696,-0.398696,3.930431,1.588068
173,-0.008972,0.165093,9.881351,0.000881,-0.002356,-0.002658,-0.397816,-0.397816,3.929061,1.586320
174,0.045759,0.065499,9.849050,-0.003381,-0.003421,0.003734,-0.396073,-0.396073,3.928031,1.585239
175,0.063704,0.121128,9.814955,-0.004446,-0.001290,0.001603,-0.394926,-0.394926,3.927506,1.583996
176,0.086135,0.078957,9.869686,0.004076,-0.001290,-0.001593,-0.395251,-0.395251,3.926656,1.582408
177,0.107669,0.038582,9.855330,-0.008707,0.001906,-0.003723,-0.395601,-0.395601,3.929336,1.580575
178,0.151634,0.043068,9.818543,-0.000185,-0.007682,0.002668,-0.396018,-0.396018,3.929584,1.578981
179,0.100491,-0.044862,9.825721,-0.004446,-0.002356,0.000538,-0.397533,-0.397533,3.929863,1.579136
180,0.094211,-0.020637,9.834694,-0.002315,0.006167,-0.001593,-0.397428,-0.397428,3.931314,1.577578
181,0.072677,-0.031404,9.900192,-0.003381,0.004036,0.002668,-0.396010,-0.396010,3.931754,1.578786
182,0.116642,0.030506,9.863405,-0.002315,0.001906,0.003734,-0.396032,-0.396032,3.933086,1.576490
183,0.031404,0.082546,9.821235,0.007272,-0.006617,0.003734,-0.395230,-0.395230,3.933300,1.575953
184,-0.007178,0.130998,9.844563,0.006207,-0.004486,0.001603,-0.395654,-0.395654,3.933304,1.576183
185,0.008075,0.162401,9.995300,-0.000185,-0.001290,-0.005854,-0.396240,-0.396240,3.931854,1.576767
186,0.055629,0.182141,9.852638,0.000881,-0.000225,-0.000528,-0.395662,-0.395662,3.932804,1.578283
187,-0.049348,0.192010,9.838283,-0.004446,0.000840,0.000538,-0.396902,-0.396902,3.934170,1.576997
188,-0.055629,0.124717,9.859817,-0.003381,-0.008747,0.005864,-0.397864,-0.397864,3.932364,1.576460
189,-0.050246,0.136381,9.875070,-0.009772,-0.004486,-0.002658,-0.399669,-0.399669,3.930947,1.576839
190,-0.096902,0.043068,9.874172,0.003011,0.002971,0.002668,-0.400696,-0.400696,3.931212,1.577636
191,-0.148045,0.070882,9.854433,0.004076,-0.007682,-0.005854,-0.401072,-0.401072,3.928538,1.577748
192,-0.411835,0.017945,9.821235,-0.007642,0.000840,-0.001593,-0.400270,-0.400270,3.928751,1.575508
193,-0.281735,-0.579620,9.729716,-0.006577,-0.035380,0.001603,-0.399129,-0.399129,3.927983,1.573656
194,0.025123,-0.545524,9.992609,0.079713,-0.042837,0.000538,-0.398302,-0.398302,3.893511,1.563753
195,0.083444,-0.153429,9.783551,0.021121,-0.001290,0.000538,-0.400807,-0.400807,3.897709,1.561530
196,0.077163,0.076266,9.785345,0.009403,-0.004486,0.003734,-0.400798,-0.400798,3.891252,1.566170
197,0.192907,0.140867,9.933391,0.007272,0.018950,-0.003723,-0.399793,-0.399793,3.890001,1.568688
198,0.122922,0.142662,9.861611,0.010468,0.014689,-0.002658,-0.399573,-0.399573,3.900089,1.572369
199,0.209955,0.066396,9.883145,-0.002315,0.007232,0.003734,-0.398914,-0.398914,3.903957,1.575958
200,0.220722,0.117539,9.868789,-0.006577,0.007232,0.003734,-0.399048,-0.399048,3.910040,1.575722
201,0.193805,0.140867,9.894809,-0.003381,0.000840,-0.007985,-0.399259,-0.399259,3.913324,1.570614
202,0.160607,0.132792,9.921726,0.003011,-0.020466,-0.009050,-0.400673,-0.400673,3.908367,1.566519
203,0.170476,0.122922,9.858022,-0.000185,-0.014074,-0.000528,-0.401360,-0.401360,3.894382,1.567339
204,0.094211,0.070882,9.841871,-0.003381,-0.002356,0.002668,-0.402906,-0.402906,3.889062,1.565303
205,0.052040,0.033198,9.885837,0.000881,-0.019400,0.000538,-0.404325,-0.404325,3.879479,1.563033
206,-0.070882,0.030506,9.834694,0.005142,-0.008747,-0.000528,-0.405796,-0.405796,3.872453,1.564775
207,-0.052040,0.078957,9.857124,0.000881,-0.006617,0.000538,-0.406415,-0.406415,3.869786,1.565601
208,-0.107669,0.049348,9.865200,0.001946,-0.000225,-0.005854,-0.408092,-0.408092,3.868607,1.567450
209,-0.091519,0.082546,9.870584,-0.008707,0.009363,-0.002658,-0.408116,-0.408116,3.869818,1.566977
210,-0.058321,0.078060,9.781756,0.003011,0.013624,0.001603,-0.411323,-0.411323,3.879514,1.568358
211,-0.123820,0.026917,9.840077,0.000881,0.008297,-0.001593,-0.411727,-0.411727,3.880248,1.570780
212,-0.111258,0.047554,9.851742,0.000881,-0.001290,-0.001593,-0.411762,-0.411762,3.881094,1.570672
213,-0.148045,0.028712,9.873275,-0.004446,0.001906,0.001603,-0.410635,-0.410635,3.879838,1.569791
214,-0.047554,0.134587,9.871481,0.001946,-0.001290,0.001603,-0.410341,-0.410341,3.879337,1.567759
215,-0.005383,0.037684,9.846358,0.004076,-0.003421,0.009060,-0.407385,-0.407385,3.878032,1.565299
216,0.025123,0.070882,9.893015,-0.001250,0.001906,0.005864,-0.404900,-0.404900,3.877349,1.563537
217,0.048451,0.130998,9.853536,-0.000185,-0.003421,0.001603,-0.402069,-0.402069,3.875927,1.560826
218,0.114847,0.049348,9.827516,0.003011,-0.006617,0.002668,-0.401254,-0.401254,3.876627,1.559559
219,0.170476,0.060115,9.894809,0.003011,-0.003421,-0.001593,-0.401020,-0.401020,3.873936,1.560564
220,0.110361,0.021534,9.838283,-0.003381,0.005101,-0.002658,-0.402745,-0.402745,3.875437,1.562045
221,0.129203,0.111258,9.859817,-0.002315,-0.004486,-0.004789,-0.404424,-0.404424,3.874137,1.560731
222,0.101389,0.061910,9.849050,0.000881,-0.005552,-0.001593,-0.406192,-0.406192,3.874058,1.561723
223,0.063704,0.096005,9.884939,-0.000185,-0.005552,-0.000528,-0.406748,-0.406748,3.873699,1.560970
224,0.073574,0.081649,9.820338,0.000881,0.002971,-0.001593,-0.409010,-0.409010,3.873389,1.561198
225,-0.004486,0.135484,9.876864,0.001946,0.000840,-0.005854,-0.409140,-0.409140,3.875212,1.560232
226,-0.014356,0.109464,9.885837,0.000881,-0.002356,0.002668,-0.409775,-0.409775,3.876440,1.559354
227,0.032301,0.131895,9.859817,0.005142,-0.005552,-0.005854,-0.411526,-0.411526,3.876967,1.559251
228,-0.060115,0.066396,9.874172,0.005142,0.011493,-0.005854,-0.413742,-0.413742,3.878359,1.559482
229,0.017945,0.045759,9.877762,-0.000185,-0.000225,-0.002658,-0.415906,-0.415906,3.877194,1.560324
230,-0.120231,0.086135,9.852638,0.000881,0.001906,0.000538,-0.416013,-0.416013,3.879867,1.559725
231,-0.039479,0.060115,9.847255,0.006207,0.009363,0.002668,-0.416527,-0.416527,3.876589,1.563721
232,-0.075369,-0.033198,9.840077,0.004076,0.021081,-0.001593,-0.417204,-0.417204,3.885119,1.570626
233,-0.554497,0.005383,9.800598,0.003011,0.022146,-0.001593,-0.417629,-0.417629,3.893888,1.574750
234,-0.999530,0.300577,9.806879,-0.004446,0.014689,-0.033552,-0.425993,-0.425993,3.906768,1.575168
235,-0.750096,0.321213,9.849050,-0.001250,0.004036,-0.003723,-0.435672,-0.435672,3.911773,1.572940
236,0.540141,0.288015,9.866995,0.005142,-0.008747,0.039954,-0.413624,-0.413624,3.903857,1.574585
237,1.723606,-0.183038,9.964794,0.013664,-0.010878,-0.091078,-0.428583,-0.428583,3.898782,1.568471
238,-0.707926,-0.314933,9.524247,0.018991,0.028538,-0.112384,-0.491477,-0.491477,3.911697,1.567963
239,-0.102286,0.597565,10.370349,-0.039601,-0.072665,0.015452,-0.523337,-0.523337,3.890901,1.558741
240,0.075369,0.471053,10.064388,-0.032144,-0.024727,-0.003723,-0.525784,-0.525784,3.888283,1.555792
241,0.054732,0.270968,9.908268,-0.008707,-0.002356,0.001603,-0.526881,-0.526881,3.885994,1.555977
242,0.078060,0.173168,9.887631,-0.003381,-0.004486,0.002668,-0.526739,-0.526739,3.884400,1.557097
243,0.115745,0.138176,9.840077,-0.000185,0.002971,0.000538,-0.527426,-0.527426,3.883682,1.557675
244,0.048451,0.134587,9.816749,-0.005511,-0.002356,0.001603,-0.525979,-0.525979,3.885218,1.554748
245,-0.008972,0.068191,9.834694,0.003011,-0.009813,-0.005854,-0.525935,-0.525935,3.884480,1.553064
246,0.062807,0.151634,9.893015,-0.010838,-0.011943,0.000538,-0.527315,-0.527315,3.880738,1.550919
247,-0.044862,0.117539,9.788935,-0.010838,-0.016205,-0.000528,-0.526899,-0.526899,3.875730,1.549138
248,-0.137278,0.193805,9.928905,-0.005511,-0.000225,0.003734,-0.527534,-0.527534,3.872453,1.545826
